company_name,year,sector_exposure_path_name,Sector_EI,Compnay_EI,Sector_EM,Company_EM,Sector_IM,Company_IM,CHG_PER_STOCK_PRICE,Combined_score,sector_exposure_id,Normalized_Stock_Price_Change
SOUTHWESTERN ENERGY CO,2014,Innovation,85,124,71,90,65,0,-0.495979135,214,3,-0.060824948
SOUTHWESTERN ENERGY CO,2014,Market Transition,74,114,62,75,61,0,-0.495979135,189,4,-0.05371923
SOUTHWESTERN ENERGY CO,2014,Professional Skills Development,38,52,84,95,79,0,-0.495979135,147,5,-0.041781623
SOUTHWESTERN ENERGY CO,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,126,100,151,96,0,-0.495979135,277,6,-0.078731358
SOUTHWESTERN ENERGY CO,2014,Regulated Carbon Price,67,77,79,82,79,0,-0.495979135,159,7,-0.045192368
SOUTHWESTERN ENERGY CO,2014,Wages and Benefits,42,37,96,77,100,0,-0.495979135,114,8,-0.032402075
SOUTHWESTERN ENERGY CO,2014,Well-being and health,29,19,52,39,43,0,-0.495979135,58,9,-0.016485266
Seneca Resources/NATIONAL FUEL GAS CO,2014,Associated Energy Costs,100,42,78,49,66,39,-0.138635066,130,0,-0.027101592
Seneca Resources/NATIONAL FUEL GAS CO,2014,Dividend/reinvestment balance for long-term growth,32,10,68,21,77,36,-0.138635066,67,1,-0.013967743
Seneca Resources/NATIONAL FUEL GAS CO,2014,GDP and Disposable Income,77,26,68,31,68,31,-0.138635066,88,2,-0.018345693
Seneca Resources/NATIONAL FUEL GAS CO,2014,Innovation,85,28,71,28,65,30,-0.138635066,86,3,-0.017928745
Seneca Resources/NATIONAL FUEL GAS CO,2014,Market Transition,74,21,62,35,61,34,-0.138635066,90,4,-0.018762641
Seneca Resources/NATIONAL FUEL GAS CO,2014,Professional Skills Development,38,7,84,23,79,0,-0.138635066,30,5,-0.006254214
Seneca Resources/NATIONAL FUEL GAS CO,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,26,100,49,96,43,-0.138635066,118,6,-0.024599906
Seneca Resources/NATIONAL FUEL GAS CO,2014,Wages and Benefits,42,9,96,17,100,30,-0.138635066,56,8,-0.011674532
"VITAL ENERGY, INC.",2014,Associated Energy Costs,100,132,78,89,66,73,-0.495746326,294,0,-0.063897159
"VITAL ENERGY, INC.",2014,Dividend/reinvestment balance for long-term growth,32,18,68,39,77,0,-0.495746326,57,1,-0.012388225
"VITAL ENERGY, INC.",2014,GDP and Disposable Income,77,80,68,70,68,70,-0.495746326,220,2,-0.047814201
"VITAL ENERGY, INC.",2014,Innovation,85,121,71,87,65,65,-0.495746326,273,3,-0.059333076
"VITAL ENERGY, INC.",2014,Market Transition,74,98,62,71,61,61,-0.495746326,230,4,-0.049987573
"VITAL ENERGY, INC.",2014,Professional Skills Development,38,57,84,107,79,75,-0.495746326,239,5,-0.051943609
"VITAL ENERGY, INC.",2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,164,100,167,96,111,-0.495746326,442,6,-0.096063076
"VITAL ENERGY, INC.",2014,Regulated Carbon Price,67,75,79,84,79,86,-0.495746326,245,7,-0.053247633
"VITAL ENERGY, INC.",2014,Wages and Benefits,42,42,96,104,100,83,-0.495746326,229,8,-0.049770236
"VITAL ENERGY, INC.",2014,Well-being and health,29,16,52,36,43,0,-0.495746326,52,9,-0.011301538
ANTERO RESOURCES Corp,2015,Associated Energy Costs,100,122,75,100,75,81,0.098390805,303,0,0.013386805
ANTERO RESOURCES Corp,2015,Dividend/reinvestment balance for long-term growth,31,20,62,34,58,0,0.098390805,54,1,0.002385767
ANTERO RESOURCES Corp,2015,GDP and Disposable Income,75,94,65,90,72,86,0.098390805,270,2,0.011928836
ANTERO RESOURCES Corp,2015,Innovation,87,118,69,90,70,81,0.098390805,289,3,0.012768272
ANTERO RESOURCES Corp,2015,Market Transition,73,101,60,80,65,79,0.098390805,260,4,0.011487027
ANTERO RESOURCES Corp,2015,Professional Skills Development,33,36,66,80,87,66,0.098390805,182,5,0.008040919
ANTERO RESOURCES Corp,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,119,100,118,100,100,0.098390805,337,6,0.014888954
ANTERO RESOURCES Corp,2015,Regulated Carbon Price,70,76,77,83,79,76,0.098390805,235,7,0.010382505
ANTERO RESOURCES Corp,2015,Wages and Benefits,40,58,88,94,93,87,0.098390805,239,8,0.010559229
ANTERO RESOURCES Corp,2015,Well-being and health,31,19,45,39,52,0,0.098390805,58,9,0.002562491
Callon Petroleum Co,2015,Associated Energy Costs,100,107,75,68,75,80,0.184738956,255,0,0.025151326
Callon Petroleum Co,2015,Dividend/reinvestment balance for long-term growth,31,25,62,50,58,0,0.184738956,75,1,0.007397449
Callon Petroleum Co,2015,GDP and Disposable Income,75,61,65,51,72,79,0.184738956,191,2,0.018838836
Callon Petroleum Co,2015,Innovation,87,73,69,59,70,75,0.184738956,207,3,0.020416959
Callon Petroleum Co,2015,Market Transition,73,91,60,55,65,68,0.184738956,214,4,0.021107387
Callon Petroleum Co,2015,Professional Skills Development,33,36,66,69,87,93,0.184738956,198,5,0.019529265
Callon Petroleum Co,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,145,100,99,100,92,0.184738956,336,6,0.033140571
Callon Petroleum Co,2015,Regulated Carbon Price,70,61,77,57,79,76,0.184738956,194,7,0.019134734
Callon Petroleum Co,2015,Wages and Benefits,40,32,88,59,93,78,0.184738956,169,8,0.016668918
Callon Petroleum Co,2015,Well-being and health,31,9,45,25,52,0,0.184738956,34,9,0.00335351
ConocoPhillips,2015,Associated Energy Costs,100,121,75,61,75,62,-0.353196274,244,0,-0.049443426
ConocoPhillips,2015,Dividend/reinvestment balance for long-term growth,31,30,62,46,58,0,-0.353196274,76,1,-0.015400411
ConocoPhillips,2015,GDP and Disposable Income,75,100,65,57,72,66,-0.353196274,223,2,-0.045188049
ConocoPhillips,2015,Innovation,87,103,69,54,70,58,-0.353196274,215,3,-0.043566953
ConocoPhillips,2015,Market Transition,73,82,60,41,65,58,-0.353196274,181,4,-0.036677295
ConocoPhillips,2015,Professional Skills Development,33,26,66,36,87,36,-0.353196274,98,5,-0.019858425
ConocoPhillips,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,56,100,55,100,84,-0.353196274,195,6,-0.039514213
ConocoPhillips,2015,Regulated Carbon Price,70,91,77,69,79,68,-0.353196274,228,7,-0.046201234
ConocoPhillips,2015,Wages and Benefits,40,44,88,62,93,94,-0.353196274,200,8,-0.040527398
ConocoPhillips,2015,Well-being and health,31,21,45,33,52,29,-0.353196274,83,9,-0.01681887
"EOG Resources, Inc.",2015,Associated Energy Costs,100,132,75,78,75,70,-0.208365438,280,0,-0.027085572
"EOG Resources, Inc.",2015,Dividend/reinvestment balance for long-term growth,31,28,62,56,58,54,-0.208365438,138,1,-0.013349318
"EOG Resources, Inc.",2015,GDP and Disposable Income,75,117,65,70,72,69,-0.208365438,256,2,-0.024763952
"EOG Resources, Inc.",2015,Innovation,87,120,69,71,70,70,-0.208365438,261,3,-0.025247623
"EOG Resources, Inc.",2015,Market Transition,73,81,60,53,65,66,-0.208365438,200,4,-0.019346837
"EOG Resources, Inc.",2015,Professional Skills Development,33,36,66,67,87,64,-0.208365438,167,5,-0.016154609
"EOG Resources, Inc.",2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,136,100,112,100,95,-0.208365438,343,6,-0.033179826
"EOG Resources, Inc.",2015,Regulated Carbon Price,70,58,77,64,79,85,-0.208365438,207,7,-0.020023977
"EOG Resources, Inc.",2015,Wages and Benefits,40,33,88,119,93,103,-0.208365438,255,8,-0.024667218
"EOG Resources, Inc.",2015,Well-being and health,31,15,45,32,52,0,-0.208365438,47,9,-0.004546507
EQT Corp,2015,Associated Energy Costs,100,63,75,63,75,37,-0.188470067,163,0,-0.020507758
EQT Corp,2015,Dividend/reinvestment balance for long-term growth,31,25,62,56,58,0,-0.188470067,81,1,-0.010190972
EQT Corp,2015,GDP and Disposable Income,75,66,65,75,72,34,-0.188470067,175,2,-0.022017531
EQT Corp,2015,Innovation,87,92,69,92,70,35,-0.188470067,219,3,-0.027553368
EQT Corp,2015,Market Transition,73,58,60,66,65,36,-0.188470067,160,4,-0.020130314
EQT Corp,2015,Professional Skills Development,33,20,66,47,87,29,-0.188470067,96,5,-0.012078189
EQT Corp,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,53,100,71,100,46,-0.188470067,170,6,-0.021388459
EQT Corp,2015,Regulated Carbon Price,70,81,77,81,79,36,-0.188470067,198,7,-0.024911264
EQT Corp,2015,Wages and Benefits,40,34,88,75,93,29,-0.188470067,138,8,-0.017362396
EQT Corp,2015,Well-being and health,31,27,45,36,52,35,-0.188470067,98,9,-0.012329817
Enerplus Resources (USA) Corporation,2015,Associated Energy Costs,100,188,75,94,75,84,-0.612426036,366,0,-0.087797857
Enerplus Resources (USA) Corporation,2015,Dividend/reinvestment balance for long-term growth,31,33,62,54,58,0,-0.612426036,87,1,-0.020869982
Enerplus Resources (USA) Corporation,2015,GDP and Disposable Income,75,133,65,87,72,90,-0.612426036,310,2,-0.074364305
Enerplus Resources (USA) Corporation,2015,Innovation,87,145,69,81,70,89,-0.612426036,315,3,-0.075563729
Enerplus Resources (USA) Corporation,2015,Market Transition,73,170,60,98,65,88,-0.612426036,356,4,-0.085399009
Enerplus Resources (USA) Corporation,2015,Professional Skills Development,33,43,66,71,87,57,-0.612426036,171,5,-0.04102031
Enerplus Resources (USA) Corporation,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,161,100,132,100,113,-0.612426036,406,6,-0.097393251
Enerplus Resources (USA) Corporation,2015,Regulated Carbon Price,70,66,77,73,79,89,-0.612426036,228,7,-0.054693747
Enerplus Resources (USA) Corporation,2015,Wages and Benefits,40,45,88,73,93,100,-0.612426036,218,8,-0.052294898
Enerplus Resources (USA) Corporation,2015,Well-being and health,31,28,45,45,52,23,-0.612426036,96,9,-0.023028946
Hess,2015,Associated Energy Costs,100,72,75,62,75,0,-0.224252247,134,0,-0.023867991
Hess,2015,Dividend/reinvestment balance for long-term growth,31,35,62,84,58,0,-0.224252247,119,1,-0.021196201
Hess,2015,GDP and Disposable Income,75,60,65,59,72,0,-0.224252247,119,2,-0.021196201
Hess,2015,Innovation,87,69,69,51,70,0,-0.224252247,120,3,-0.021374321
Hess,2015,Market Transition,73,60,60,53,65,0,-0.224252247,113,4,-0.020127485
Hess,2015,Professional Skills Development,33,25,66,58,87,0,-0.224252247,83,5,-0.014783905
Hess,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,46,100,67,100,0,-0.224252247,113,6,-0.020127485
Hess,2015,Regulated Carbon Price,70,111,77,128,79,0,-0.224252247,239,7,-0.042570522
Hess,2015,Wages and Benefits,40,45,88,77,93,0,-0.224252247,122,8,-0.021730559
Hess,2015,Well-being and health,31,38,45,59,52,0,-0.224252247,97,9,-0.017277576
MARATHON OIL,2015,Associated Energy Costs,100,112,75,74,75,92,-0.573343547,278,0,-0.072813845
MARATHON OIL,2015,Dividend/reinvestment balance for long-term growth,31,31,62,76,58,99,-0.573343547,206,1,-0.053955583
MARATHON OIL,2015,GDP and Disposable Income,75,80,65,56,72,85,-0.573343547,221,2,-0.057884387
MARATHON OIL,2015,Innovation,87,77,69,57,70,86,-0.573343547,220,3,-0.057622467
MARATHON OIL,2015,Market Transition,73,62,60,42,65,88,-0.573343547,192,4,-0.050288699
MARATHON OIL,2015,Professional Skills Development,33,36,66,92,87,100,-0.573343547,228,5,-0.059717829
MARATHON OIL,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,98,100,112,100,113,-0.573343547,323,6,-0.084600258
MARATHON OIL,2015,Regulated Carbon Price,70,65,77,81,79,79,-0.573343547,225,7,-0.058932069
MARATHON OIL,2015,Wages and Benefits,40,39,88,92,93,93,-0.573343547,224,8,-0.058670148
MARATHON OIL,2015,Well-being and health,31,26,45,46,52,0,-0.573343547,72,9,-0.018858262
PIONEER NATURAL RESOURCES,2015,Associated Energy Costs,100,128,75,102,75,0,-0.139257538,230,0,-0.022429435
PIONEER NATURAL RESOURCES,2015,Dividend/reinvestment balance for long-term growth,31,43,62,61,58,0,-0.139257538,104,1,-0.010142006
PIONEER NATURAL RESOURCES,2015,GDP and Disposable Income,75,61,65,54,72,0,-0.139257538,115,2,-0.011214718
PIONEER NATURAL RESOURCES,2015,Innovation,87,96,69,94,70,0,-0.139257538,190,3,-0.018528664
PIONEER NATURAL RESOURCES,2015,Market Transition,73,76,60,55,65,0,-0.139257538,131,4,-0.012775026
PIONEER NATURAL RESOURCES,2015,Professional Skills Development,33,53,66,98,87,0,-0.139257538,151,5,-0.014725412
PIONEER NATURAL RESOURCES,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,81,100,89,100,0,-0.139257538,170,6,-0.016578278
PIONEER NATURAL RESOURCES,2015,Regulated Carbon Price,70,50,77,64,79,0,-0.139257538,114,7,-0.011117198
PIONEER NATURAL RESOURCES,2015,Wages and Benefits,40,28,88,81,93,0,-0.139257538,109,8,-0.010629602
PIONEER NATURAL RESOURCES,2015,Well-being and health,31,37,45,77,52,0,-0.139257538,114,9,-0.011117198
Range Resources,2015,Associated Energy Costs,100,115,75,91,75,77,-0.377786318,283,0,-0.047390748
Range Resources,2015,Dividend/reinvestment balance for long-term growth,31,32,62,54,58,83,-0.377786318,169,1,-0.028300482
Range Resources,2015,GDP and Disposable Income,75,84,65,73,72,73,-0.377786318,230,2,-0.038515449
Range Resources,2015,Innovation,87,95,69,75,70,72,-0.377786318,242,3,-0.040524951
Range Resources,2015,Market Transition,73,79,60,69,65,72,-0.377786318,220,4,-0.036840864
Range Resources,2015,Professional Skills Development,33,29,66,67,87,60,-0.377786318,156,5,-0.026123522
Range Resources,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,136,100,129,100,102,-0.377786318,367,6,-0.06145726
Range Resources,2015,Regulated Carbon Price,70,61,77,77,79,109,-0.377786318,247,7,-0.041362243
Range Resources,2015,Wages and Benefits,40,38,88,125,93,132,-0.377786318,295,8,-0.04940025
Range Resources,2015,Well-being and health,31,14,45,33,52,0,-0.377786318,47,9,-0.007870548
SM Energy Co,2015,Associated Energy Costs,100,145,75,76,75,72,-0.637383901,293,0,-0.081945363
SM Energy Co,2015,Dividend/reinvestment balance for long-term growth,31,43,62,72,58,82,-0.637383901,197,1,-0.055096371
SM Energy Co,2015,GDP and Disposable Income,75,107,65,67,72,76,-0.637383901,250,2,-0.069919252
SM Energy Co,2015,Innovation,87,149,69,71,70,75,-0.637383901,295,3,-0.082504717
SM Energy Co,2015,Market Transition,73,111,60,74,65,79,-0.637383901,264,4,-0.07383473
SM Energy Co,2015,Professional Skills Development,33,48,66,95,87,86,-0.637383901,229,5,-0.064046035
SM Energy Co,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,118,100,107,100,99,-0.637383901,324,6,-0.090615351
SM Energy Co,2015,Regulated Carbon Price,70,56,77,72,79,74,-0.637383901,202,7,-0.056494756
SM Energy Co,2015,Wages and Benefits,40,28,88,74,93,77,-0.637383901,179,8,-0.050062184
SM Energy Co,2015,Well-being and health,31,13,45,33,52,0,-0.637383901,46,9,-0.012865142
SOUTHWESTERN ENERGY CO,2015,Associated Energy Costs,100,135,75,87,75,23,-0.652005175,245,0,-0.096520404
SOUTHWESTERN ENERGY CO,2015,Dividend/reinvestment balance for long-term growth,31,27,62,48,58,0,-0.652005175,75,1,-0.029547062
SOUTHWESTERN ENERGY CO,2015,GDP and Disposable Income,75,132,65,82,72,0,-0.652005175,214,2,-0.084307618
SOUTHWESTERN ENERGY CO,2015,Innovation,87,100,69,74,70,22,-0.652005175,196,3,-0.077216323
SOUTHWESTERN ENERGY CO,2015,Market Transition,73,105,60,67,65,28,-0.652005175,200,4,-0.078792166
SOUTHWESTERN ENERGY CO,2015,Professional Skills Development,33,40,66,99,87,0,-0.652005175,139,5,-0.054760555
SOUTHWESTERN ENERGY CO,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,109,100,127,100,31,-0.652005175,267,6,-0.105187542
SOUTHWESTERN ENERGY CO,2015,Regulated Carbon Price,70,55,77,68,79,26,-0.652005175,149,7,-0.058700164
SOUTHWESTERN ENERGY CO,2015,Wages and Benefits,40,32,88,70,93,0,-0.652005175,102,8,-0.040184005
SOUTHWESTERN ENERGY CO,2015,Well-being and health,31,22,45,24,52,22,-0.652005175,68,9,-0.026789336
Seneca Resources/NATIONAL FUEL GAS CO,2015,Associated Energy Costs,100,28,75,35,75,46,-0.170396154,109,0,-0.03132071
Seneca Resources/NATIONAL FUEL GAS CO,2015,Dividend/reinvestment balance for long-term growth,31,10,62,27,58,42,-0.170396154,79,1,-0.022700331
Seneca Resources/NATIONAL FUEL GAS CO,2015,GDP and Disposable Income,75,20,65,30,72,38,-0.170396154,88,2,-0.025286444
Seneca Resources/NATIONAL FUEL GAS CO,2015,Innovation,87,20,69,33,70,42,-0.170396154,95,3,-0.027297866
Seneca Resources/NATIONAL FUEL GAS CO,2015,Market Transition,73,18,60,27,65,38,-0.170396154,83,4,-0.023849715
Seneca Resources/NATIONAL FUEL GAS CO,2015,Professional Skills Development,33,11,66,18,87,0,-0.170396154,29,5,-0.008333033
Seneca Resources/NATIONAL FUEL GAS CO,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,26,100,42,100,42,-0.170396154,110,6,-0.031608056
"VITAL ENERGY, INC.",2015,Associated Energy Costs,100,148,75,89,75,80,-0.391871166,317,0,-0.050869435
"VITAL ENERGY, INC.",2015,Dividend/reinvestment balance for long-term growth,31,27,62,58,58,0,-0.391871166,85,1,-0.013640069
"VITAL ENERGY, INC.",2015,GDP and Disposable Income,75,110,65,71,72,80,-0.391871166,261,2,-0.041883036
"VITAL ENERGY, INC.",2015,Innovation,87,141,69,85,70,72,-0.391871166,298,3,-0.047820478
"VITAL ENERGY, INC.",2015,Market Transition,73,117,60,70,65,69,-0.391871166,256,4,-0.041080679
"VITAL ENERGY, INC.",2015,Professional Skills Development,33,48,66,93,87,84,-0.391871166,225,5,-0.036106066
"VITAL ENERGY, INC.",2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,169,100,167,100,127,-0.391871166,463,6,-0.07429826
"VITAL ENERGY, INC.",2015,Regulated Carbon Price,70,71,77,89,79,92,-0.391871166,252,7,-0.040438794
"VITAL ENERGY, INC.",2015,Wages and Benefits,40,42,88,95,93,98,-0.391871166,235,8,-0.03771078
"VITAL ENERGY, INC.",2015,Well-being and health,31,19,45,31,52,0,-0.391871166,50,9,-0.00802357
ANTERO RESOURCES Corp,2016,Associated Energy Costs,97,125,74,100,77,84,-0.19464211,309,0,-0.02611568
ANTERO RESOURCES Corp,2016,Dividend/reinvestment balance for long-term growth,30,19,54,31,66,0,-0.19464211,50,1,-0.004225838
ANTERO RESOURCES Corp,2016,GDP and Disposable Income,77,100,65,94,76,89,-0.19464211,283,2,-0.023918245
ANTERO RESOURCES Corp,2016,Innovation,85,121,66,91,80,81,-0.19464211,293,3,-0.024763412
ANTERO RESOURCES Corp,2016,Market Transition,72,94,58,76,70,80,-0.19464211,250,4,-0.021129191
ANTERO RESOURCES Corp,2016,Professional Skills Development,32,39,60,76,70,64,-0.19464211,179,5,-0.015128501
ANTERO RESOURCES Corp,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,129,100,125,100,100,-0.19464211,354,6,-0.029918935
ANTERO RESOURCES Corp,2016,Regulated Carbon Price,70,76,74,88,83,93,-0.19464211,257,7,-0.021720809
ANTERO RESOURCES Corp,2016,Wages and Benefits,41,62,77,107,87,100,-0.19464211,269,8,-0.02273501
ANTERO RESOURCES Corp,2016,Well-being and health,29,20,50,39,52,0,-0.19464211,59,9,-0.004986489
Callon Petroleum Co,2016,Associated Energy Costs,97,108,74,70,77,77,0.48700565,255,0,0.067419349
Callon Petroleum Co,2016,Dividend/reinvestment balance for long-term growth,30,20,54,38,66,0,0.48700565,58,1,0.015334597
Callon Petroleum Co,2016,GDP and Disposable Income,77,68,65,53,76,77,0.48700565,198,2,0.052349142
Callon Petroleum Co,2016,Innovation,85,70,66,61,80,73,0.48700565,204,3,0.053935479
Callon Petroleum Co,2016,Market Transition,72,86,58,56,70,69,0.48700565,211,4,0.055786206
Callon Petroleum Co,2016,Professional Skills Development,32,36,60,64,70,74,0.48700565,174,5,0.046003791
Callon Petroleum Co,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,157,100,107,100,92,0.48700565,356,6,0.094122699
Callon Petroleum Co,2016,Regulated Carbon Price,70,56,74,55,83,78,0.48700565,189,7,0.049969635
Callon Petroleum Co,2016,Wages and Benefits,41,29,77,56,87,79,0.48700565,164,8,0.043359895
Callon Petroleum Co,2016,Well-being and health,29,10,50,23,52,0,0.48700565,33,9,0.008724857
ConocoPhillips,2016,Associated Energy Costs,97,119,74,63,77,66,0.238390862,248,0,0.031717239
ConocoPhillips,2016,Dividend/reinvestment balance for long-term growth,30,32,54,46,66,0,0.238390862,78,1,0.009975583
ConocoPhillips,2016,GDP and Disposable Income,77,103,65,60,76,72,0.238390862,235,2,0.030054642
ConocoPhillips,2016,Innovation,85,115,66,54,80,61,0.238390862,230,3,0.029415181
ConocoPhillips,2016,Market Transition,72,84,58,42,70,62,0.238390862,188,4,0.024043714
ConocoPhillips,2016,Professional Skills Development,32,30,60,43,70,46,0.238390862,119,5,0.015219159
ConocoPhillips,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,61,100,56,100,84,0.238390862,201,6,0.025706311
ConocoPhillips,2016,Regulated Carbon Price,70,97,74,81,83,81,0.238390862,259,7,0.033124052
ConocoPhillips,2016,Wages and Benefits,41,46,77,63,87,95,0.238390862,204,8,0.026089987
ConocoPhillips,2016,Well-being and health,29,19,50,42,52,41,0.238390862,102,9,0.013044994
"EOG Resources, Inc.",2016,Associated Energy Costs,97,137,74,84,77,73,0.343993326,294,0,0.044221267
"EOG Resources, Inc.",2016,Dividend/reinvestment balance for long-term growth,30,30,54,51,66,81,0.343993326,162,1,0.024366821
"EOG Resources, Inc.",2016,GDP and Disposable Income,77,116,65,75,76,75,0.343993326,266,2,0.040009718
"EOG Resources, Inc.",2016,Innovation,85,126,66,76,80,74,0.343993326,276,3,0.041513843
"EOG Resources, Inc.",2016,Market Transition,72,84,58,58,70,70,0.343993326,212,4,0.031887444
"EOG Resources, Inc.",2016,Professional Skills Development,32,39,60,66,70,67,0.343993326,172,5,0.025870945
"EOG Resources, Inc.",2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,156,100,121,100,102,0.343993326,379,6,0.057006327
"EOG Resources, Inc.",2016,Regulated Carbon Price,70,58,74,62,83,88,0.343993326,208,7,0.031285794
"EOG Resources, Inc.",2016,Wages and Benefits,41,38,77,118,87,116,0.343993326,272,8,0.040912193
"EOG Resources, Inc.",2016,Well-being and health,29,15,50,31,52,0,0.343993326,46,9,0.006918974
EQT Corp,2016,Associated Energy Costs,97,64,74,69,77,57,-0.091256831,190,0,-0.011208014
EQT Corp,2016,Dividend/reinvestment balance for long-term growth,30,21,54,50,66,0,-0.091256831,71,1,-0.004188258
EQT Corp,2016,GDP and Disposable Income,77,56,65,63,76,61,-0.091256831,180,2,-0.010618119
EQT Corp,2016,Innovation,85,55,66,66,80,51,-0.091256831,172,3,-0.010146202
EQT Corp,2016,Market Transition,72,47,58,51,70,51,-0.091256831,149,4,-0.008789443
EQT Corp,2016,Professional Skills Development,32,13,60,30,70,31,-0.091256831,74,5,-0.004365227
EQT Corp,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,55,100,70,100,91,-0.091256831,216,6,-0.012741742
EQT Corp,2016,Regulated Carbon Price,70,80,74,74,83,70,-0.091256831,224,7,-0.013213659
EQT Corp,2016,Wages and Benefits,41,25,77,65,87,85,-0.091256831,175,8,-0.010323171
EQT Corp,2016,Well-being and health,29,27,50,34,52,35,-0.091256831,96,9,-0.005662997
Enerplus Resources (USA) Corporation,2016,Associated Energy Costs,97,174,74,104,77,93,1.048346056,371,0,0.157464124
Enerplus Resources (USA) Corporation,2016,Dividend/reinvestment balance for long-term growth,30,31,54,49,66,0,1.048346056,80,1,0.033954528
Enerplus Resources (USA) Corporation,2016,GDP and Disposable Income,77,104,65,83,76,94,1.048346056,281,2,0.11926528
Enerplus Resources (USA) Corporation,2016,Innovation,85,120,66,81,80,96,1.048346056,297,3,0.126056186
Enerplus Resources (USA) Corporation,2016,Market Transition,72,144,58,91,70,96,1.048346056,331,4,0.14048686
Enerplus Resources (USA) Corporation,2016,Professional Skills Development,32,37,60,52,70,70,1.048346056,159,5,0.067484625
Enerplus Resources (USA) Corporation,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,161,100,125,100,116,1.048346056,402,6,0.170621504
Enerplus Resources (USA) Corporation,2016,Regulated Carbon Price,70,72,74,75,83,98,1.048346056,245,7,0.103985742
Enerplus Resources (USA) Corporation,2016,Wages and Benefits,41,42,77,56,87,88,1.048346056,186,8,0.078944278
Enerplus Resources (USA) Corporation,2016,Well-being and health,29,32,50,45,52,41,1.048346056,118,9,0.050082929
Hess,2016,Associated Energy Costs,97,78,74,64,77,64,-0.084330484,206,0,-0.008549252
Hess,2016,Dividend/reinvestment balance for long-term growth,30,32,54,62,66,77,-0.084330484,171,1,-0.007096709
Hess,2016,GDP and Disposable Income,77,71,65,56,76,67,-0.084330484,194,2,-0.008051237
Hess,2016,Innovation,85,76,66,53,80,53,-0.084330484,182,3,-0.007553222
Hess,2016,Market Transition,72,60,58,48,70,54,-0.084330484,162,4,-0.006723198
Hess,2016,Professional Skills Development,32,28,60,58,70,55,-0.084330484,141,5,-0.005851672
Hess,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,54,100,66,100,78,-0.084330484,198,6,-0.008217242
Hess,2016,Regulated Carbon Price,70,140,74,124,83,109,-0.084330484,373,7,-0.015479956
Hess,2016,Wages and Benefits,41,52,77,78,87,94,-0.084330484,224,8,-0.009296274
Hess,2016,Well-being and health,29,46,50,71,52,64,-0.084330484,181,9,-0.007511721
MARATHON OIL,2016,Associated Energy Costs,97,132,74,86,77,0,0.418312388,218,0,0.051696202
MARATHON OIL,2016,Dividend/reinvestment balance for long-term growth,30,52,54,144,66,0,0.418312388,196,1,0.046479154
MARATHON OIL,2016,GDP and Disposable Income,77,94,65,74,76,0,0.418312388,168,2,0.039839275
MARATHON OIL,2016,Innovation,85,104,66,74,80,0,0.418312388,178,3,0.04221066
MARATHON OIL,2016,Market Transition,72,100,58,67,70,0,0.418312388,167,4,0.039602137
MARATHON OIL,2016,Professional Skills Development,32,52,60,122,70,0,0.418312388,174,5,0.041262106
MARATHON OIL,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,121,100,163,100,0,0.418312388,284,6,0.067347346
MARATHON OIL,2016,Regulated Carbon Price,70,74,74,89,83,0,0.418312388,163,7,0.038653582
MARATHON OIL,2016,Wages and Benefits,41,42,77,121,87,0,0.418312388,163,8,0.038653582
MARATHON OIL,2016,Well-being and health,29,15,50,38,52,0,0.418312388,53,9,0.012568343
PIONEER NATURAL RESOURCES,2016,Associated Energy Costs,97,122,74,87,77,81,0.323220122,290,0,0.046402889
PIONEER NATURAL RESOURCES,2016,Dividend/reinvestment balance for long-term growth,30,44,54,63,66,0,0.323220122,107,1,0.017121066
PIONEER NATURAL RESOURCES,2016,GDP and Disposable Income,77,65,65,52,76,61,0.323220122,178,2,0.028481773
PIONEER NATURAL RESOURCES,2016,Innovation,85,98,66,80,80,78,0.323220122,256,3,0.04096255
