company_name,year,sector_exposure_path_name,Sector_EI,Compnay_EI,Sector_EM,Company_EM,Sector_IM,Company_IM,CHG_PER_STOCK_PRICE,Combined_score,sector_exposure_id,Normalized_Stock_Price_Change,Exp_Pct_Chg
DEVON ENERGY CORP,2017,Well-being and health,25,15,40,23,51,0,-23.801534,38,9,-0.5213016,
DEVON ENERGY CORP,2019,Associated Energy Costs,93,132,66,69,44,37,-78.1024211,238,0,-11.9232689,0.133333333
DEVON ENERGY CORP,2019,Dividend/reinvestment balance for long-term growth,37,29,72,39,63,0,-78.1024211,68,1,-3.4066483,-0.128205128
DEVON ENERGY CORP,2019,GDP and Disposable Income,78,73,62,45,47,27,-78.1024211,145,2,-7.2641764,-0.18079096
DEVON ENERGY CORP,2019,Innovation,85,110,62,51,42,28,-78.1024211,189,3,-9.4684782,0.005319149
DEVON ENERGY CORP,2019,Market Transition,68,72,54,47,40,29,-78.1024211,148,4,-7.4144697,-0.182320442
DEVON ENERGY CORP,2019,Professional Skills Development,35,41,59,75,44,37,-78.1024211,153,5,-7.6649586,-0.260869565
DEVON ENERGY CORP,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,86,89,81,57,49,-78.1024211,216,6,-10.821118,-0.169230769
DEVON ENERGY CORP,2019,Regulated Carbon Price,78,97,73,80,49,42,-78.1024211,219,7,-10.9714113,0.018604651
DEVON ENERGY CORP,2019,Wages and Benefits,48,46,100,47,100,46,-78.1024211,139,8,-6.9635898,-0.232044199
DEVON ENERGY CORP,2019,Well-being and health,40,15,50,29,32,0,-78.1024211,44,9,-2.2043018,0.157894737
DEVON ENERGY CORP,2020,Associated Energy Costs,94,109,75,82,70,71,216.2083936,262,0,32.3509989,0.100840336
DEVON ENERGY CORP,2020,Dividend/reinvestment balance for long-term growth,37,28,70,44,100,0,216.2083936,72,1,8.8903509,0.058823529
DEVON ENERGY CORP,2020,GDP and Disposable Income,79,59,67,51,73,54,216.2083936,164,2,20.2502436,0.131034483
DEVON ENERGY CORP,2020,Innovation,88,81,72,58,76,53,216.2083936,192,3,23.7076023,0.015873016
DEVON ENERGY CORP,2020,Market Transition,70,71,60,64,68,57,216.2083936,192,4,23.7076023,0.297297297
DEVON ENERGY CORP,2020,Professional Skills Development,34,32,68,71,73,53,216.2083936,156,5,19.2624268,0.019607843
DEVON ENERGY CORP,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,90,100,94,94,86,216.2083936,270,6,33.3388157,0.25
DEVON ENERGY CORP,2020,Regulated Carbon Price,81,82,80,84,78,65,216.2083936,231,7,28.523209,0.054794521
DEVON ENERGY CORP,2020,Wages and Benefits,43,34,76,56,83,83,216.2083936,173,8,21.3615375,0.244604317
DEVON ENERGY CORP,2020,Well-being and health,37,14,55,25,55,0,216.2083936,39,9,4.8156067,-0.113636364
"Diamondback Energy, Inc.",2020,Associated Energy Costs,94,125,75,80,70,81,180.4961832,286,0,21.6625717,
"Diamondback Energy, Inc.",2020,Dividend/reinvestment balance for long-term growth,37,27,70,52,100,0,180.4961832,79,1,5.9837174,
"Diamondback Energy, Inc.",2020,GDP and Disposable Income,79,126,67,82,73,82,180.4961832,290,2,21.9655447,
"Diamondback Energy, Inc.",2020,Innovation,88,143,72,83,76,81,180.4961832,307,3,23.2531801,
"Diamondback Energy, Inc.",2020,Market Transition,70,127,60,77,68,86,180.4961832,290,4,21.9655447,
"Diamondback Energy, Inc.",2020,Professional Skills Development,34,59,68,106,73,97,180.4961832,262,5,19.8447335,
"Diamondback Energy, Inc.",2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,154,100,122,94,103,180.4961832,379,6,28.7066947,
"Diamondback Energy, Inc.",2020,Regulated Carbon Price,81,76,80,75,78,65,180.4961832,216,7,16.3605437,
"Diamondback Energy, Inc.",2020,Wages and Benefits,43,40,76,68,83,77,180.4961832,185,8,14.0125027,
"Diamondback Energy, Inc.",2020,Well-being and health,37,26,55,34,55,29,180.4961832,89,9,6.7411499,
Diversified Energy,2019,Associated Energy Costs,93,42,66,52,44,56,-40.6666667,150,0,-4.8335975,
Diversified Energy,2019,Dividend/reinvestment balance for long-term growth,37,19,72,47,63,28,-40.6666667,94,1,-3.0290544,
Diversified Energy,2019,GDP and Disposable Income,78,50,62,45,47,24,-40.6666667,119,2,-3.834654,
Diversified Energy,2019,Innovation,85,48,62,47,42,25,-40.6666667,120,3,-3.866878,
Diversified Energy,2019,Market Transition,68,37,54,37,40,24,-40.6666667,98,4,-3.1579503,
Diversified Energy,2019,Professional Skills Development,35,15,59,38,44,90,-40.6666667,143,5,-4.6080296,
Diversified Energy,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,44,89,63,57,49,-40.6666667,156,6,-5.0269414,
Diversified Energy,2019,Regulated Carbon Price,78,43,73,46,49,0,-40.6666667,89,7,-2.8679345,
Diversified Energy,2019,Wages and Benefits,48,21,100,42,100,60,-40.6666667,123,8,-3.9635499,
Diversified Energy,2019,Well-being and health,40,53,50,64,32,53,-40.6666667,170,9,-5.4780771,
Diversified Energy,2020,Associated Energy Costs,94,59,75,64,70,56,84.2696629,179,0,8.0065126,0.193333333
Diversified Energy,2020,Dividend/reinvestment balance for long-term growth,37,41,70,89,100,126,84.2696629,256,1,11.4506548,1.723404255
Diversified Energy,2020,GDP and Disposable Income,79,51,67,55,73,56,84.2696629,162,2,7.2461175,0.361344538
Diversified Energy,2020,Innovation,88,62,72,68,76,53,84.2696629,183,3,8.185429,0.525
Diversified Energy,2020,Market Transition,70,48,60,49,68,48,84.2696629,145,4,6.4857225,0.479591837
Diversified Energy,2020,Professional Skills Development,34,22,68,60,73,47,84.2696629,129,5,5.7700565,-0.097902098
Diversified Energy,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,65,100,87,94,70,84.2696629,222,6,9.9298647,0.423076923
Diversified Energy,2020,Regulated Carbon Price,81,75,80,83,78,71,84.2696629,229,7,10.2429686,1.573033708
Diversified Energy,2020,Wages and Benefits,43,36,76,64,83,85,84.2696629,185,8,8.2748873,0.504065041
Diversified Energy,2020,Well-being and health,37,54,55,71,55,69,84.2696629,194,9,8.6774494,0.141176471
"EOG Resources, Inc.",2013,Associated Energy Costs,100,135,79,82,72,72,-23.4200158,289,0,-3.0962418,
"EOG Resources, Inc.",2013,Dividend/reinvestment balance for long-term growth,36,22,75,57,78,47,-23.4200158,126,1,-1.3499186,
"EOG Resources, Inc.",2013,GDP and Disposable Income,75,128,66,78,73,70,-23.4200158,276,2,-2.9569645,
"EOG Resources, Inc.",2013,Innovation,83,126,69,75,68,66,-23.4200158,267,3,-2.8605417,
"EOG Resources, Inc.",2013,Market Transition,71,75,60,58,67,65,-23.4200158,198,4,-2.1213006,
"EOG Resources, Inc.",2013,Professional Skills Development,36,38,77,66,79,64,-23.4200158,168,5,-1.7998914,
"EOG Resources, Inc.",2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,136,100,109,100,89,-23.4200158,334,6,-3.5783556,
"EOG Resources, Inc.",2013,Regulated Carbon Price,70,67,79,81,80,83,-23.4200158,231,7,-2.4748507,
"EOG Resources, Inc.",2013,Wages and Benefits,42,35,94,113,80,99,-23.4200158,247,8,-2.6462689,
"EOG Resources, Inc.",2013,Well-being and health,28,15,50,35,56,0,-23.4200158,50,9,-0.535682,
"EOG Resources, Inc.",2014,Associated Energy Costs,100,126,78,81,66,0,86.9726281,207,0,12.1479987,-0.283737024
"EOG Resources, Inc.",2014,Dividend/reinvestment balance for long-term growth,32,26,68,65,77,0,86.9726281,91,1,5.3404245,-0.277777778
"EOG Resources, Inc.",2014,GDP and Disposable Income,77,111,68,76,68,0,86.9726281,187,2,10.974279,-0.322463768
"EOG Resources, Inc.",2014,Innovation,85,117,71,76,65,0,86.9726281,193,3,11.3263949,-0.277153558
"EOG Resources, Inc.",2014,Market Transition,74,74,62,58,61,0,86.9726281,132,4,7.7465499,-0.333333333
"EOG Resources, Inc.",2014,Professional Skills Development,38,35,84,67,79,0,86.9726281,102,5,5.9859704,-0.392857143
"EOG Resources, Inc.",2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,132,100,113,96,0,86.9726281,245,6,14.378066,-0.266467066
"EOG Resources, Inc.",2014,Regulated Carbon Price,67,58,79,75,79,0,86.9726281,133,7,7.8052359,-0.424242424
"EOG Resources, Inc.",2014,Wages and Benefits,42,33,96,112,100,0,86.9726281,145,8,8.5094677,-0.412955466
"EOG Resources, Inc.",2014,Well-being and health,29,15,52,32,43,0,86.9726281,47,9,2.7582412,-0.06
"EOG Resources, Inc.",2016,Associated Energy Costs,97,137,74,84,77,73,34.3993326,294,0,4.4221267,0.420289855
"EOG Resources, Inc.",2016,Dividend/reinvestment balance for long-term growth,30,30,54,51,66,81,34.3993326,162,1,2.4366821,0.78021978
"EOG Resources, Inc.",2016,GDP and Disposable Income,77,116,65,75,76,75,34.3993326,266,2,4.0009718,0.422459893
"EOG Resources, Inc.",2016,Innovation,85,126,66,76,80,74,34.3993326,276,3,4.1513843,0.430051813
"EOG Resources, Inc.",2016,Market Transition,72,84,58,58,70,70,34.3993326,212,4,3.1887444,0.606060606
"EOG Resources, Inc.",2016,Professional Skills Development,32,39,60,66,70,67,34.3993326,172,5,2.5870945,0.68627451
"EOG Resources, Inc.",2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,156,100,121,100,102,34.3993326,379,6,5.7006327,0.546938776
"EOG Resources, Inc.",2016,Regulated Carbon Price,70,58,74,62,83,88,34.3993326,208,7,3.1285794,0.563909774
"EOG Resources, Inc.",2016,Wages and Benefits,41,38,77,118,87,116,34.3993326,272,8,4.0912193,0.875862069
"EOG Resources, Inc.",2016,Well-being and health,29,15,50,31,52,0,34.3993326,46,9,0.6918974,-0.021276596
"EOG Resources, Inc.",2017,Associated Energy Costs,97,122,72,65,79,67,7.5936271,254,0,0.9189049,-0.136054422
"EOG Resources, Inc.",2017,Dividend/reinvestment balance for long-term growth,31,30,58,57,74,0,7.5936271,87,1,0.314743,-0.462962963
"EOG Resources, Inc.",2017,GDP and Disposable Income,78,118,65,75,81,69,7.5936271,262,2,0.9478467,-0.015037594
"EOG Resources, Inc.",2017,Innovation,87,120,66,69,76,60,7.5936271,249,3,0.9008162,-0.097826087
"EOG Resources, Inc.",2017,Market Transition,74,80,58,47,74,58,7.5936271,185,4,0.6692811,-0.127358491
"EOG Resources, Inc.",2017,Professional Skills Development,33,37,62,61,70,58,7.5936271,156,5,0.5643668,-0.093023256
"EOG Resources, Inc.",2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,131,100,100,100,105,7.5936271,336,6,1.2155592,-0.113456464
"EOG Resources, Inc.",2017,Regulated Carbon Price,79,70,80,76,92,79,7.5936271,225,7,0.8139905,0.081730769
"EOG Resources, Inc.",2017,Wages and Benefits,42,41,85,111,87,116,7.5936271,268,8,0.9695532,-0.014705882
"EOG Resources, Inc.",2017,Well-being and health,25,19,40,29,51,29,7.5936271,77,9,0.2785656,0.673913043
"EOG Resources, Inc.",2019,Associated Energy Costs,93,108,66,63,44,41,-62.2907396,212,0,-7.2959319,-0.165354331
"EOG Resources, Inc.",2019,Dividend/reinvestment balance for long-term growth,37,24,72,56,63,52,-62.2907396,132,1,-4.5427501,0.517241379
"EOG Resources, Inc.",2019,GDP and Disposable Income,78,114,62,74,47,44,-62.2907396,232,2,-7.9842274,-0.114503817
"EOG Resources, Inc.",2019,Innovation,85,104,62,63,42,42,-62.2907396,209,3,-7.1926876,-0.16064257
"EOG Resources, Inc.",2019,Market Transition,68,71,54,50,40,40,-62.2907396,161,4,-5.5407785,-0.12972973
"EOG Resources, Inc.",2019,Professional Skills Development,35,33,59,52,44,40,-62.2907396,125,5,-4.3018467,-0.198717949
"EOG Resources, Inc.",2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,104,89,95,57,60,-62.2907396,259,6,-8.9134263,-0.229166667
"EOG Resources, Inc.",2019,Regulated Carbon Price,78,57,73,65,49,51,-62.2907396,173,7,-5.9537558,-0.231111111
"EOG Resources, Inc.",2019,Wages and Benefits,48,31,100,103,100,76,-62.2907396,210,8,-7.2271024,-0.21641791
"EOG Resources, Inc.",2019,Well-being and health,40,26,50,45,32,26,-62.2907396,97,9,-3.338233,0.25974026
"EOG Resources, Inc.",2020,Associated Energy Costs,94,127,75,86,70,77,101.9387468,290,0,12.7204116,0.367924528
"EOG Resources, Inc.",2020,Dividend/reinvestment balance for long-term growth,37,25,70,69,100,79,101.9387468,173,1,7.5883835,0.310606061
"EOG Resources, Inc.",2020,GDP and Disposable Income,79,118,67,78,73,79,101.9387468,275,2,12.0624593,0.185344828
"EOG Resources, Inc.",2020,Innovation,88,100,72,76,76,68,101.9387468,244,3,10.7026911,0.167464115
"EOG Resources, Inc.",2020,Market Transition,70,81,60,62,68,62,101.9387468,205,4,8.9920151,0.273291925
"EOG Resources, Inc.",2020,Professional Skills Development,34,37,68,87,73,70,101.9387468,194,5,8.5095167,0.552
"EOG Resources, Inc.",2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,125,100,127,94,111,101.9387468,363,6,15.9224463,0.401544402
"EOG Resources, Inc.",2020,Regulated Carbon Price,81,70,80,74,78,74,101.9387468,218,7,9.5622404,0.260115607
"EOG Resources, Inc.",2020,Wages and Benefits,43,28,76,99,83,129,101.9387468,256,8,11.229053,0.219047619
"EOG Resources, Inc.",2020,Well-being and health,37,21,55,41,55,44,101.9387468,106,9,4.6495298,0.092783505
EQT Corp,2013,Associated Energy Costs,100,56,79,58,72,57,43.1127983,171,0,4.8184892,
EQT Corp,2013,Dividend/reinvestment balance for long-term growth,36,19,75,51,78,0,43.1127983,70,1,1.972481,
EQT Corp,2013,GDP and Disposable Income,75,53,66,67,73,61,43.1127983,181,2,5.1002722,
EQT Corp,2013,Innovation,83,49,69,61,68,51,43.1127983,161,3,4.5367062,
EQT Corp,2013,Market Transition,71,45,60,51,67,52,43.1127983,148,4,4.1703883,
EQT Corp,2013,Professional Skills Development,36,13,77,42,79,0,43.1127983,55,5,1.5498065,
EQT Corp,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,51,100,79,100,95,43.1127983,225,6,6.3401174,
EQT Corp,2013,Regulated Carbon Price,70,71,79,78,80,70,43.1127983,219,7,6.1710476,
EQT Corp,2013,Wages and Benefits,42,35,94,72,80,78,43.1127983,185,8,5.2129854,
EQT Corp,2013,Well-being and health,28,39,50,43,56,33,43.1127983,115,9,3.2405044,
EQT Corp,2014,Associated Energy Costs,100,62,78,64,66,54,-14.5509663,180,0,-1.5452354,0.052631579
EQT Corp,2014,Dividend/reinvestment balance for long-term growth,32,23,68,64,77,0,-14.5509663,87,1,-0.7468638,0.242857143
EQT Corp,2014,GDP and Disposable Income,77,58,68,73,68,67,-14.5509663,198,2,-1.6997589,0.093922652
EQT Corp,2014,Innovation,85,65,71,75,65,57,-14.5509663,197,3,-1.6911743,0.223602484
EQT Corp,2014,Market Transition,74,50,62,60,61,56,-14.5509663,166,4,-1.4250504,0.121621622
EQT Corp,2014,Professional Skills Development,38,14,84,43,79,41,-14.5509663,98,5,-0.8412948,0.781818182
EQT Corp,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,51,100,76,96,98,-14.5509663,225,6,-1.9315442,0
EQT Corp,2014,Regulated Carbon Price,67,71,79,86,79,74,-14.5509663,231,7,-1.983052,0.054794521
EQT Corp,2014,Wages and Benefits,42,36,96,74,100,88,-14.5509663,198,8,-1.6997589,0.07027027
EQT Corp,2014,Well-being and health,29,40,52,44,43,31,-14.5509663,115,9,-0.9872337,0
EQT Corp,2016,Associated Energy Costs,97,64,74,69,77,57,-9.1256831,190,0,-1.1208014,0.055555556
EQT Corp,2016,Dividend/reinvestment balance for long-term growth,30,21,54,50,66,0,-9.1256831,71,1,-0.4188258,-0.183908046
EQT Corp,2016,GDP and Disposable Income,77,56,65,63,76,61,-9.1256831,180,2,-1.0618119,-0.090909091
EQT Corp,2016,Innovation,85,55,66,66,80,51,-9.1256831,172,3,-1.0146202,-0.126903553
EQT Corp,2016,Market Transition,72,47,58,51,70,51,-9.1256831,149,4,-0.8789443,-0.102409639
EQT Corp,2016,Professional Skills Development,32,13,60,30,70,31,-9.1256831,74,5,-0.4365227,-0.244897959
EQT Corp,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,55,100,70,100,91,-9.1256831,216,6,-1.2741742,-0.04
EQT Corp,2016,Regulated Carbon Price,70,80,74,74,83,70,-9.1256831,224,7,-1.3213659,-0.03030303
EQT Corp,2016,Wages and Benefits,41,25,77,65,87,85,-9.1256831,175,8,-1.0323171,-0.116161616
EQT Corp,2016,Well-being and health,29,27,50,34,52,35,-9.1256831,96,9,-0.5662997,-0.165217391
EQT Corp,2017,Associated Energy Costs,97,77,72,69,79,55,-22.2489477,201,0,-2.6136987,0.057894737
EQT Corp,2017,Dividend/reinvestment balance for long-term growth,31,21,58,58,74,0,-22.2489477,79,1,-1.0272746,0.112676056
EQT Corp,2017,GDP and Disposable Income,78,68,65,63,81,64,-22.2489477,195,2,-2.5356779,0.083333333
EQT Corp,2017,Innovation,87,69,66,69,76,55,-22.2489477,193,3,-2.5096709,0.122093023
EQT Corp,2017,Market Transition,74,59,58,54,74,53,-22.2489477,166,4,-2.158577,0.11409396
EQT Corp,2017,Professional Skills Development,33,16,62,33,70,36,-22.2489477,85,5,-1.1052955,0.148648649
EQT Corp,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,61,100,71,100,107,-22.2489477,239,6,-3.1078308,0.106481481
EQT Corp,2017,Regulated Carbon Price,79,96,80,81,92,75,-22.2489477,252,7,-3.276876,0.125
EQT Corp,2017,Wages and Benefits,42,36,85,79,87,53,-22.2489477,168,8,-2.184584,-0.04
EQT Corp,2017,Well-being and health,25,49,40,42,51,42,-22.2489477,133,9,-1.7294623,0.385416667
EQT Corp,2019,Associated Energy Costs,93,74,66,64,44,32,-66.2487946,170,0,-6.6759307,-0.154228856
EQT Corp,2019,Dividend/reinvestment balance for long-term growth,37,39,72,90,63,54,-66.2487946,183,1,-7.186443,1.316455696
EQT Corp,2019,GDP and Disposable Income,78,53,62,49,47,29,-66.2487946,131,2,-5.1443937,-0.328205128
EQT Corp,2019,Innovation,85,62,62,67,42,34,-66.2487946,163,3,-6.4010394,-0.155440415
EQT Corp,2019,Market Transition,68,46,54,49,40,28,-66.2487946,123,4,-4.8302322,-0.259036145
EQT Corp,2019,Professional Skills Development,35,23,59,47,44,31,-66.2487946,101,5,-3.9662882,0.188235294
EQT Corp,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,71,89,79,57,59,-66.2487946,209,6,-8.2074677,-0.125523013
EQT Corp,2019,Regulated Carbon Price,78,94,73,92,49,41,-66.2487946,227,7,-8.914331,-0.099206349
EQT Corp,2019,Wages and Benefits,48,46,100,111,100,57,-66.2487946,214,8,-8.4038186,0.273809524
EQT Corp,2019,Well-being and health,40,72,50,63,32,31,-66.2487946,166,9,-6.51885,0.248120301
EQT Corp,2020,Associated Energy Costs,94,97,75,75,70,55,165.4285714,227,0,19.7643609,0.335294118
EQT Corp,2020,Dividend/reinvestment balance for long-term growth,37,35,70,78,100,0,165.4285714,113,1,9.8386466,-0.382513661
EQT Corp,2020,GDP and Disposable Income,79,63,67,57,73,49,165.4285714,169,2,14.7144361,0.290076336
EQT Corp,2020,Innovation,88,79,72,71,76,50,165.4285714,200,3,17.4135338,0.226993865
EQT Corp,2020,Market Transition,70,53,60,54,68,49,165.4285714,156,4,13.5825564,0.268292683
EQT Corp,2020,Professional Skills Development,34,30,68,60,73,54,165.4285714,144,5,12.5377444,0.425742574
EQT Corp,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,79,100,98,94,108,165.4285714,285,6,24.8142857,0.363636364
EQT Corp,2020,Regulated Carbon Price,81,97,80,93,78,60,165.4285714,250,7,21.7669173,0.101321586
EQT Corp,2020,Wages and Benefits,43,34,76,72,83,60,165.4285714,166,8,14.4532331,-0.224299065
EQT Corp,2020,Well-being and health,37,64,55,72,55,54,165.4285714,190,9,16.5428571,0.144578313
EQT Corp,2022,Associated Energy Costs,88,90,72,69,81,46,88.0267364,205,0,10.6274917,-0.0969163
EQT Corp,2022,Dividend/reinvestment balance for long-term growth,43,29,82,77,100,0,88.0267364,106,1,5.4951908,-0.061946903
EQT Corp,2022,GDP and Disposable Income,75,66,63,56,75,44,88.0267364,166,2,8.6056762,-0.017751479
EQT Corp,2022,Innovation,90,75,74,73,78,47,88.0267364,195,3,10.1090775,-0.025
EQT Corp,2022,Market Transition,66,63,62,54,83,46,88.0267364,163,4,8.450152,0.044871795
EQT Corp,2022,Professional Skills Development,40,36,70,67,82,62,88.0267364,165,5,8.5538348,0.145833333
EQT Corp,2022,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,84,100,98,98,68,88.0267364,250,6,12.9603558,-0.122807018
EQT Corp,2022,Regulated Carbon Price,77,73,72,73,74,0,88.0267364,146,7,7.5688478,-0.416
EQT Corp,2022,Wages and Benefits,45,29,80,61,84,47,88.0267364,137,8,7.102275,-0.174698795
EQT Corp,2022,Well-being and health,46,62,71,61,62,42,88.0267364,165,9,8.5538348,-0.131578947
Enerplus Resources (USA) Corporation,2013,Associated Energy Costs,100,188,79,91,72,68,37.0978782,347,0,5.5201388,
Enerplus Resources (USA) Corporation,2013,Dividend/reinvestment balance for long-term growth,36,31,75,60,78,0,37.0978782,91,1,1.4476445,
Enerplus Resources (USA) Corporation,2013,GDP and Disposable Income,75,126,66,78,73,71,37.0978782,275,2,4.3747498,
Enerplus Resources (USA) Corporation,2013,Innovation,83,133,69,79,68,72,37.0978782,284,3,4.5179234,
Enerplus Resources (USA) Corporation,2013,Market Transition,71,140,60,77,67,69,37.0978782,286,4,4.5497398,
Enerplus Resources (USA) Corporation,2013,Professional Skills Development,36,31,77,66,79,43,37.0978782,140,5,2.2271453,
Enerplus Resources (USA) Corporation,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,132,100,113,100,97,37.0978782,342,6,5.4405979,
Enerplus Resources (USA) Corporation,2013,Regulated Carbon Price,70,62,79,76,80,72,37.0978782,210,7,3.340718,
Enerplus Resources (USA) Corporation,2013,Wages and Benefits,42,44,94,68,80,90,37.0978782,202,8,3.2134526,
Enerplus Resources (USA) Corporation,2013,Well-being and health,28,32,50,75,56,48,37.0978782,155,9,2.4657681,
Enerplus Resources (USA) Corporation,2014,Associated Energy Costs,100,182,78,82,66,74,-49.3759361,338,0,-7.303749,-0.025936599
Enerplus Resources (USA) Corporation,2014,Dividend/reinvestment balance for long-term growth,32,25,68,51,77,41,-49.3759361,117,1,-2.5282208,0.285714286
Enerplus Resources (USA) Corporation,2014,GDP and Disposable Income,77,139,68,86,68,78,-49.3759361,303,2,-6.5474436,0.101818182
Enerplus Resources (USA) Corporation,2014,Innovation,85,137,71,78,65,77,-49.3759361,292,3,-6.3097476,0.028169014
Enerplus Resources (USA) Corporation,2014,Market Transition,74,141,62,72,61,75,-49.3759361,288,4,-6.2233127,0.006993007
Enerplus Resources (USA) Corporation,2014,Professional Skills Development,38,27,84,54,79,38,-49.3759361,119,5,-2.5714382,-0.15
Enerplus Resources (USA) Corporation,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,128,100,100,96,93,-49.3759361,321,6,-6.9364007,-0.061403509
Enerplus Resources (USA) Corporation,2014,Regulated Carbon Price,67,56,79,72,79,64,-49.3759361,192,7,-4.1488752,-0.085714286
Enerplus Resources (USA) Corporation,2014,Wages and Benefits,42,30,96,52,100,71,-49.3759361,153,8,-3.3061349,-0.242574257
Enerplus Resources (USA) Corporation,2014,Well-being and health,29,41,52,71,43,50,-49.3759361,162,9,-3.5006134,0.04516129
Enerplus Resources (USA) Corporation,2016,Associated Energy Costs,97,174,74,104,77,93,104.8346056,371,0,15.7464124,0.097633136
Enerplus Resources (USA) Corporation,2016,Dividend/reinvestment balance for long-term growth,30,31,54,49,66,0,104.8346056,80,1,3.3954528,-0.316239316
Enerplus Resources (USA) Corporation,2016,GDP and Disposable Income,77,104,65,83,76,94,104.8346056,281,2,11.926528,-0.072607261
Enerplus Resources (USA) Corporation,2016,Innovation,85,120,66,81,80,96,104.8346056,297,3,12.6056186,0.017123288
Enerplus Resources (USA) Corporation,2016,Market Transition,72,144,58,91,70,96,104.8346056,331,4,14.048686,0.149305556
Enerplus Resources (USA) Corporation,2016,Professional Skills Development,32,37,60,52,70,70,104.8346056,159,5,6.7484625,0.336134454
Enerplus Resources (USA) Corporation,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,161,100,125,100,116,104.8346056,402,6,17.0621504,0.252336449
Enerplus Resources (USA) Corporation,2016,Regulated Carbon Price,70,72,74,75,83,98,104.8346056,245,7,10.3985742,0.276041667
Enerplus Resources (USA) Corporation,2016,Wages and Benefits,41,42,77,56,87,88,104.8346056,186,8,7.8944278,0.215686275
Enerplus Resources (USA) Corporation,2016,Well-being and health,29,32,50,45,52,41,104.8346056,118,9,5.0082929,-0.271604938
Enerplus Resources (USA) Corporation,2017,Associated Energy Costs,97,172,72,106,79,95,39.8757764,373,0,5.6878258,0.005390836
Enerplus Resources (USA) Corporation,2017,Dividend/reinvestment balance for long-term growth,31,33,58,53,74,0,39.8757764,86,1,1.3114022,0.075
Enerplus Resources (USA) Corporation,2017,GDP and Disposable Income,78,112,65,90,81,97,39.8757764,299,2,4.55941,0.06405694
Enerplus Resources (USA) Corporation,2017,Innovation,87,136,66,93,76,100,39.8757764,329,3,5.0168759,0.107744108
Enerplus Resources (USA) Corporation,2017,Market Transition,74,145,58,98,74,98,39.8757764,341,4,5.1998622,0.03021148
Enerplus Resources (USA) Corporation,2017,Professional Skills Development,33,46,62,72,70,72,39.8757764,190,5,2.8972839,0.194968553
Enerplus Resources (USA) Corporation,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,166,100,142,100,118,39.8757764,426,6,6.4960156,0.059701493
Enerplus Resources (USA) Corporation,2017,Regulated Carbon Price,79,77,80,75,92,87,39.8757764,239,7,3.6444782,-0.024489796
Enerplus Resources (USA) Corporation,2017,Wages and Benefits,42,44,85,62,87,93,39.8757764,199,8,3.0345237,0.069892473
Enerplus Resources (USA) Corporation,2017,Well-being and health,25,37,40,49,51,47,39.8757764,133,9,2.0280988,0.127118644
Enerplus Resources (USA) Corporation,2019,Associated Energy Costs,93,184,66,96,44,49,-82.4019025,329,0,-12.5336227,-0.117962466
Enerplus Resources (USA) Corporation,2019,Dividend/reinvestment balance for long-term growth,37,26,72,39,63,0,-82.4019025,65,1,-2.4762476,-0.244186047
Enerplus Resources (USA) Corporation,2019,GDP and Disposable Income,78,112,62,80,47,52,-82.4019025,244,2,-9.2954527,-0.183946488
Enerplus Resources (USA) Corporation,2019,Innovation,85,141,62,80,42,53,-82.4019025,274,3,-10.4383362,-0.167173252
Enerplus Resources (USA) Corporation,2019,Market Transition,68,151,54,86,40,52,-82.4019025,289,4,-11.009778,-0.152492669
Enerplus Resources (USA) Corporation,2019,Professional Skills Development,35,47,59,70,44,43,-82.4019025,160,5,-6.0953788,-0.157894737
Enerplus Resources (USA) Corporation,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,175,89,121,57,58,-82.4019025,354,6,-13.4860257,-0.169014085
Enerplus Resources (USA) Corporation,2019,Regulated Carbon Price,78,77,73,66,49,50,-82.4019025,193,7,-7.3525507,-0.192468619
Enerplus Resources (USA) Corporation,2019,Wages and Benefits,48,48,100,60,100,52,-82.4019025,160,8,-6.0953788,-0.195979899
