company_name,year,sector_exposure_path_name,Sector_EI,Compnay_EI,Sector_EM,Company_EM,Sector_IM,Company_IM,CHG_PER_STOCK_PRICE,Combined_score
Crescent Energy Co,2018,Innovation,86,104,73,56,79,0,-0.52359882,160
Crescent Energy Co,2018,Market Transition,66,82,58,56,62,0,-0.52359882,138
Crescent Energy Co,2018,Professional Skills Development,33,30,64,91,84,0,-0.52359882,121
Crescent Energy Co,2018,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,108,100,91,100,0,-0.52359882,199
Crescent Energy Co,2018,Regulated Carbon Price,77,30,83,52,84,0,-0.52359882,82
Crescent Energy Co,2018,Wages and Benefits,42,27,90,46,98,0,-0.52359882,73
Crescent Energy Co,2018,Well-being and health,33,14,48,43,47,0,-0.52359882,57
Crescent Energy Co,2019,Associated Energy Costs,93,87,66,42,44,42,-0.761609907,171
Crescent Energy Co,2019,Dividend/reinvestment balance for long-term growth,37,25,72,44,63,27,-0.761609907,96
Crescent Energy Co,2019,GDP and Disposable Income,78,121,62,47,47,44,-0.761609907,212
Crescent Energy Co,2019,Innovation,85,96,62,48,42,43,-0.761609907,187
Crescent Energy Co,2019,Market Transition,68,69,54,46,40,38,-0.761609907,153
Crescent Energy Co,2019,Professional Skills Development,35,23,59,48,44,36,-0.761609907,107
Crescent Energy Co,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,97,89,71,57,46,-0.761609907,214
Crescent Energy Co,2019,Regulated Carbon Price,78,26,73,47,49,40,-0.761609907,113
Crescent Energy Co,2019,Wages and Benefits,48,21,100,47,100,52,-0.761609907,120
Crescent Energy Co,2019,Well-being and health,40,18,50,46,32,23,-0.761609907,87
Crescent Energy Co,2020,Associated Energy Costs,94,86,75,58,70,65,4.402597403,209
Crescent Energy Co,2020,Dividend/reinvestment balance for long-term growth,37,26,70,53,100,55,4.402597403,134
Crescent Energy Co,2020,GDP and Disposable Income,79,111,67,52,73,71,4.402597403,234
Crescent Energy Co,2020,Innovation,88,97,72,53,76,69,4.402597403,219
Crescent Energy Co,2020,Market Transition,70,73,60,55,68,68,4.402597403,196
Crescent Energy Co,2020,Professional Skills Development,34,28,68,66,73,63,4.402597403,157
Crescent Energy Co,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,90,100,78,94,80,4.402597403,248
Crescent Energy Co,2020,Regulated Carbon Price,81,27,80,55,78,75,4.402597403,157
Crescent Energy Co,2020,Wages and Benefits,43,23,76,51,83,95,4.402597403,169
Crescent Energy Co,2020,Well-being and health,37,22,55,49,55,50,4.402597403,121
Crescent Energy Co,2021,Associated Energy Costs,92,75,75,56,77,0,0.737980769,131
Crescent Energy Co,2021,GDP and Disposable Income,76,85,64,47,77,0,0.737980769,132
Crescent Energy Co,2021,Innovation,89,84,72,53,78,0,0.737980769,137
Crescent Energy Co,2021,Market Transition,67,59,60,54,74,0,0.737980769,113
Crescent Energy Co,2021,Professional Skills Development,38,28,71,61,83,0,0.737980769,89
Crescent Energy Co,2021,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,80,100,74,100,0,0.737980769,154
Crescent Energy Co,2021,Regulated Carbon Price,82,29,79,57,79,0,0.737980769,86
Crescent Energy Co,2021,Wages and Benefits,41,22,73,51,79,0,0.737980769,73
Crescent Energy Co,2021,Well-being and health,37,27,61,48,64,0,0.737980769,75
Crescent Energy Co,2022,Associated Energy Costs,88,78,72,56,81,71,0.907330567,205
Crescent Energy Co,2022,Dividend/reinvestment balance for long-term growth,43,21,82,52,100,0,0.907330567,73
Crescent Energy Co,2022,GDP and Disposable Income,75,86,63,46,75,73,0.907330567,205
Crescent Energy Co,2022,Innovation,90,83,74,54,78,73,0.907330567,210
Crescent Energy Co,2022,Market Transition,66,65,62,57,83,71,0.907330567,193
Crescent Energy Co,2022,Professional Skills Development,40,28,70,65,82,59,0.907330567,152
Crescent Energy Co,2022,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,79,100,74,98,82,0.907330567,235
Crescent Energy Co,2022,Regulated Carbon Price,77,29,72,53,74,92,0.907330567,174
Crescent Energy Co,2022,Wages and Benefits,45,22,80,48,84,110,0.907330567,180
Crescent Energy Co,2022,Well-being and health,46,27,71,46,62,41,0.907330567,114
DEVON ENERGY CORP,2017,Associated Energy Costs,97,99,72,57,79,54,-0.23801534,210
DEVON ENERGY CORP,2017,Dividend/reinvestment balance for long-term growth,31,28,58,50,74,0,-0.23801534,78
DEVON ENERGY CORP,2017,GDP and Disposable Income,78,74,65,48,81,55,-0.23801534,177
DEVON ENERGY CORP,2017,Innovation,87,81,66,53,76,54,-0.23801534,188
DEVON ENERGY CORP,2017,Market Transition,74,75,58,50,74,56,-0.23801534,181
DEVON ENERGY CORP,2017,Professional Skills Development,33,43,62,91,70,73,-0.23801534,207
DEVON ENERGY CORP,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,82,100,82,100,96,-0.23801534,260
DEVON ENERGY CORP,2017,Regulated Carbon Price,79,81,80,64,92,70,-0.23801534,215
DEVON ENERGY CORP,2017,Wages and Benefits,42,40,85,50,87,91,-0.23801534,181
DEVON ENERGY CORP,2017,Well-being and health,25,15,40,23,51,0,-0.23801534,38
DEVON ENERGY CORP,2018,Associated Energy Costs,88,106,71,64,71,54,-0.007360805,224
DEVON ENERGY CORP,2018,GDP and Disposable Income,72,61,67,47,76,50,-0.007360805,158
DEVON ENERGY CORP,2018,Innovation,86,88,73,55,79,50,-0.007360805,193
DEVON ENERGY CORP,2018,Market Transition,66,76,58,53,62,50,-0.007360805,179
DEVON ENERGY CORP,2018,Professional Skills Development,33,39,64,86,84,68,-0.007360805,193
DEVON ENERGY CORP,2018,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,73,100,78,100,79,-0.007360805,230
DEVON ENERGY CORP,2018,Regulated Carbon Price,77,69,83,73,84,62,-0.007360805,204
DEVON ENERGY CORP,2018,Wages and Benefits,42,37,90,44,98,72,-0.007360805,153
DEVON ENERGY CORP,2018,Well-being and health,33,12,48,24,47,0,-0.007360805,36
DEVON ENERGY CORP,2019,Associated Energy Costs,93,132,66,69,44,37,-0.781024211,238
DEVON ENERGY CORP,2019,Dividend/reinvestment balance for long-term growth,37,29,72,39,63,0,-0.781024211,68
DEVON ENERGY CORP,2019,GDP and Disposable Income,78,73,62,45,47,27,-0.781024211,145
DEVON ENERGY CORP,2019,Innovation,85,110,62,51,42,28,-0.781024211,189
DEVON ENERGY CORP,2019,Market Transition,68,72,54,47,40,29,-0.781024211,148
DEVON ENERGY CORP,2019,Professional Skills Development,35,41,59,75,44,37,-0.781024211,153
DEVON ENERGY CORP,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,86,89,81,57,49,-0.781024211,216
DEVON ENERGY CORP,2019,Regulated Carbon Price,78,97,73,80,49,42,-0.781024211,219
DEVON ENERGY CORP,2019,Wages and Benefits,48,46,100,47,100,46,-0.781024211,139
DEVON ENERGY CORP,2019,Well-being and health,40,15,50,29,32,0,-0.781024211,44
DEVON ENERGY CORP,2020,Associated Energy Costs,94,109,75,82,70,71,2.162083936,262
DEVON ENERGY CORP,2020,Dividend/reinvestment balance for long-term growth,37,28,70,44,100,0,2.162083936,72
DEVON ENERGY CORP,2020,GDP and Disposable Income,79,59,67,51,73,54,2.162083936,164
DEVON ENERGY CORP,2020,Innovation,88,81,72,58,76,53,2.162083936,192
DEVON ENERGY CORP,2020,Market Transition,70,71,60,64,68,57,2.162083936,192
DEVON ENERGY CORP,2020,Professional Skills Development,34,32,68,71,73,53,2.162083936,156
DEVON ENERGY CORP,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,90,100,94,94,86,2.162083936,270
DEVON ENERGY CORP,2020,Regulated Carbon Price,81,82,80,84,78,65,2.162083936,231
DEVON ENERGY CORP,2020,Wages and Benefits,43,34,76,56,83,83,2.162083936,173
DEVON ENERGY CORP,2020,Well-being and health,37,14,55,25,55,0,2.162083936,39
DEVON ENERGY CORP,2021,Associated Energy Costs,92,83,75,62,77,57,1.70617849,202
DEVON ENERGY CORP,2021,Executive compensation,33,6,56,49,68,0,1.70617849,55
DEVON ENERGY CORP,2021,GDP and Disposable Income,76,57,64,49,77,48,1.70617849,154
DEVON ENERGY CORP,2021,Innovation,89,63,72,61,78,48,1.70617849,172
DEVON ENERGY CORP,2021,Market Transition,67,57,60,55,74,61,1.70617849,173
DEVON ENERGY CORP,2021,Professional Skills Development,38,20,71,41,83,49,1.70617849,110
DEVON ENERGY CORP,2021,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,65,100,77,100,75,1.70617849,217
DEVON ENERGY CORP,2021,Regulated Carbon Price,82,81,79,71,79,64,1.70617849,216
DEVON ENERGY CORP,2021,Wages and Benefits,41,31,73,51,79,68,1.70617849,150
DEVON ENERGY CORP,2021,Well-being and health,37,66,61,77,64,70,1.70617849,213
"Diamondback Energy, Inc.",2020,Associated Energy Costs,94,125,75,80,70,81,1.804961832,286
"Diamondback Energy, Inc.",2020,Dividend/reinvestment balance for long-term growth,37,27,70,52,100,0,1.804961832,79
"Diamondback Energy, Inc.",2020,GDP and Disposable Income,79,126,67,82,73,82,1.804961832,290
"Diamondback Energy, Inc.",2020,Innovation,88,143,72,83,76,81,1.804961832,307
"Diamondback Energy, Inc.",2020,Market Transition,70,127,60,77,68,86,1.804961832,290
"Diamondback Energy, Inc.",2020,Professional Skills Development,34,59,68,106,73,97,1.804961832,262
"Diamondback Energy, Inc.",2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,154,100,122,94,103,1.804961832,379
"Diamondback Energy, Inc.",2020,Regulated Carbon Price,81,76,80,75,78,65,1.804961832,216
"Diamondback Energy, Inc.",2020,Wages and Benefits,43,40,76,68,83,77,1.804961832,185
"Diamondback Energy, Inc.",2020,Well-being and health,37,26,55,34,55,29,1.804961832,89
"Diamondback Energy, Inc.",2021,Associated Energy Costs,92,107,75,68,77,77,0.865287794,252
"Diamondback Energy, Inc.",2021,Executive compensation,33,24,56,48,68,48,0.865287794,120
"Diamondback Energy, Inc.",2021,GDP and Disposable Income,76,105,64,74,77,80,0.865287794,259
"Diamondback Energy, Inc.",2021,Innovation,89,136,72,74,78,81,0.865287794,291
"Diamondback Energy, Inc.",2021,Market Transition,67,88,60,59,74,78,0.865287794,225
"Diamondback Energy, Inc.",2021,Professional Skills Development,38,49,71,80,83,103,0.865287794,232
"Diamondback Energy, Inc.",2021,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,130,100,109,100,102,0.865287794,341
"Diamondback Energy, Inc.",2021,Regulated Carbon Price,82,70,79,77,79,66,0.865287794,213
"Diamondback Energy, Inc.",2021,Wages and Benefits,41,36,73,97,79,80,0.865287794,213
"Diamondback Energy, Inc.",2021,Well-being and health,37,21,61,37,64,38,0.865287794,96
Diversified Energy,2019,Associated Energy Costs,93,42,66,52,44,56,-0.406666667,150
Diversified Energy,2019,Dividend/reinvestment balance for long-term growth,37,19,72,47,63,28,-0.406666667,94
Diversified Energy,2019,GDP and Disposable Income,78,50,62,45,47,24,-0.406666667,119
Diversified Energy,2019,Innovation,85,48,62,47,42,25,-0.406666667,120
Diversified Energy,2019,Market Transition,68,37,54,37,40,24,-0.406666667,98
Diversified Energy,2019,Professional Skills Development,35,15,59,38,44,90,-0.406666667,143
Diversified Energy,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,44,89,63,57,49,-0.406666667,156
Diversified Energy,2019,Regulated Carbon Price,78,43,73,46,49,0,-0.406666667,89
Diversified Energy,2019,Wages and Benefits,48,21,100,42,100,60,-0.406666667,123
Diversified Energy,2019,Well-being and health,40,53,50,64,32,53,-0.406666667,170
Diversified Energy,2020,Associated Energy Costs,94,59,75,64,70,56,0.842696629,179
Diversified Energy,2020,Dividend/reinvestment balance for long-term growth,37,41,70,89,100,126,0.842696629,256
Diversified Energy,2020,GDP and Disposable Income,79,51,67,55,73,56,0.842696629,162
Diversified Energy,2020,Innovation,88,62,72,68,76,53,0.842696629,183
Diversified Energy,2020,Market Transition,70,48,60,49,68,48,0.842696629,145
Diversified Energy,2020,Professional Skills Development,34,22,68,60,73,47,0.842696629,129
Diversified Energy,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,65,100,87,94,70,0.842696629,222
Diversified Energy,2020,Regulated Carbon Price,81,75,80,83,78,71,0.842696629,229
Diversified Energy,2020,Wages and Benefits,43,36,76,64,83,85,0.842696629,185
Diversified Energy,2020,Well-being and health,37,54,55,71,55,69,0.842696629,194
Diversified Energy,2021,Associated Energy Costs,92,50,75,54,77,61,-0.036585366,165
Diversified Energy,2021,Executive compensation,33,31,56,61,68,54,-0.036585366,146
Diversified Energy,2021,GDP and Disposable Income,76,52,64,53,77,48,-0.036585366,153
Diversified Energy,2021,Innovation,89,59,72,72,78,52,-0.036585366,183
Diversified Energy,2021,Market Transition,67,44,60,54,74,50,-0.036585366,148
Diversified Energy,2021,Professional Skills Development,38,23,71,66,83,52,-0.036585366,141
Diversified Energy,2021,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,51,100,67,100,63,-0.036585366,181
Diversified Energy,2021,Regulated Carbon Price,82,79,79,82,79,75,-0.036585366,236
Diversified Energy,2021,Wages and Benefits,41,45,73,74,79,84,-0.036585366,203
Diversified Energy,2021,Well-being and health,37,43,61,64,64,66,-0.036585366,173
Enerplus Resources (USA) Corporation,2013,Associated Energy Costs,100,188,79,91,72,68,0.370978782,347
Enerplus Resources (USA) Corporation,2013,Dividend/reinvestment balance for long-term growth,36,31,75,60,78,0,0.370978782,91
Enerplus Resources (USA) Corporation,2013,GDP and Disposable Income,75,126,66,78,73,71,0.370978782,275
Enerplus Resources (USA) Corporation,2013,Innovation,83,133,69,79,68,72,0.370978782,284
Enerplus Resources (USA) Corporation,2013,Market Transition,71,140,60,77,67,69,0.370978782,286
Enerplus Resources (USA) Corporation,2013,Professional Skills Development,36,31,77,66,79,43,0.370978782,140
Enerplus Resources (USA) Corporation,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,132,100,113,100,97,0.370978782,342
Enerplus Resources (USA) Corporation,2013,Regulated Carbon Price,70,62,79,76,80,72,0.370978782,210
Enerplus Resources (USA) Corporation,2013,Wages and Benefits,42,44,94,68,80,90,0.370978782,202
Enerplus Resources (USA) Corporation,2013,Well-being and health,28,32,50,75,56,48,0.370978782,155
Enerplus Resources (USA) Corporation,2014,Associated Energy Costs,100,182,78,82,66,74,-0.493759361,338
Enerplus Resources (USA) Corporation,2014,Dividend/reinvestment balance for long-term growth,32,25,68,51,77,41,-0.493759361,117
Enerplus Resources (USA) Corporation,2014,GDP and Disposable Income,77,139,68,86,68,78,-0.493759361,303
Enerplus Resources (USA) Corporation,2014,Innovation,85,137,71,78,65,77,-0.493759361,292
Enerplus Resources (USA) Corporation,2014,Market Transition,74,141,62,72,61,75,-0.493759361,288
Enerplus Resources (USA) Corporation,2014,Professional Skills Development,38,27,84,54,79,38,-0.493759361,119
Enerplus Resources (USA) Corporation,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,128,100,100,96,93,-0.493759361,321
Enerplus Resources (USA) Corporation,2014,Regulated Carbon Price,67,56,79,72,79,64,-0.493759361,192
Enerplus Resources (USA) Corporation,2014,Wages and Benefits,42,30,96,52,100,71,-0.493759361,153
Enerplus Resources (USA) Corporation,2014,Well-being and health,29,41,52,71,43,50,-0.493759361,162
Enerplus Resources (USA) Corporation,2015,Associated Energy Costs,100,188,75,94,75,84,-0.612426036,366
Enerplus Resources (USA) Corporation,2015,Dividend/reinvestment balance for long-term growth,31,33,62,54,58,0,-0.612426036,87
Enerplus Resources (USA) Corporation,2015,GDP and Disposable Income,75,133,65,87,72,90,-0.612426036,310
Enerplus Resources (USA) Corporation,2015,Innovation,87,145,69,81,70,89,-0.612426036,315
Enerplus Resources (USA) Corporation,2015,Market Transition,73,170,60,98,65,88,-0.612426036,356
Enerplus Resources (USA) Corporation,2015,Professional Skills Development,33,43,66,71,87,57,-0.612426036,171
Enerplus Resources (USA) Corporation,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,161,100,132,100,113,-0.612426036,406
Enerplus Resources (USA) Corporation,2015,Regulated Carbon Price,70,66,77,73,79,89,-0.612426036,228
Enerplus Resources (USA) Corporation,2015,Wages and Benefits,40,45,88,73,93,100,-0.612426036,218
Enerplus Resources (USA) Corporation,2015,Well-being and health,31,28,45,45,52,23,-0.612426036,96
Enerplus Resources (USA) Corporation,2016,Associated Energy Costs,97,174,74,104,77,93,1.048346056,371
Enerplus Resources (USA) Corporation,2016,Dividend/reinvestment balance for long-term growth,30,31,54,49,66,0,1.048346056,80
Enerplus Resources (USA) Corporation,2016,GDP and Disposable Income,77,104,65,83,76,94,1.048346056,281
Enerplus Resources (USA) Corporation,2016,Innovation,85,120,66,81,80,96,1.048346056,297
Enerplus Resources (USA) Corporation,2016,Market Transition,72,144,58,91,70,96,1.048346056,331
Enerplus Resources (USA) Corporation,2016,Professional Skills Development,32,37,60,52,70,70,1.048346056,159
Enerplus Resources (USA) Corporation,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,161,100,125,100,116,1.048346056,402
Enerplus Resources (USA) Corporation,2016,Regulated Carbon Price,70,72,74,75,83,98,1.048346056,245
Enerplus Resources (USA) Corporation,2016,Wages and Benefits,41,42,77,56,87,88,1.048346056,186
Enerplus Resources (USA) Corporation,2016,Well-being and health,29,32,50,45,52,41,1.048346056,118
Enerplus Resources (USA) Corporation,2017,Associated Energy Costs,97,172,72,106,79,95,0.398757764,373
Enerplus Resources (USA) Corporation,2017,Dividend/reinvestment balance for long-term growth,31,33,58,53,74,0,0.398757764,86
Enerplus Resources (USA) Corporation,2017,GDP and Disposable Income,78,112,65,90,81,97,0.398757764,299
Enerplus Resources (USA) Corporation,2017,Innovation,87,136,66,93,76,100,0.398757764,329
Enerplus Resources (USA) Corporation,2017,Market Transition,74,145,58,98,74,98,0.398757764,341
Enerplus Resources (USA) Corporation,2017,Professional Skills Development,33,46,62,72,70,72,0.398757764,190
Enerplus Resources (USA) Corporation,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,166,100,142,100,118,0.398757764,426
Enerplus Resources (USA) Corporation,2017,Regulated Carbon Price,79,77,80,75,92,87,0.398757764,239
Enerplus Resources (USA) Corporation,2017,Wages and Benefits,42,44,85,62,87,93,0.398757764,199
Enerplus Resources (USA) Corporation,2017,Well-being and health,25,37,40,49,51,47,0.398757764,133
Enerplus Resources (USA) Corporation,2018,Associated Energy Costs,88,152,71,94,71,23,-0.253108348,269
Enerplus Resources (USA) Corporation,2018,GDP and Disposable Income,72,101,67,84,76,29,-0.253108348,214
Enerplus Resources (USA) Corporation,2018,Innovation,86,127,73,81,79,24,-0.253108348,232
Enerplus Resources (USA) Corporation,2018,Market Transition,66,117,58,88,62,26,-0.253108348,231
Enerplus Resources (USA) Corporation,2018,Professional Skills Development,33,43,64,77,84,0,-0.253108348,120
Enerplus Resources (USA) Corporation,2018,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,165,100,140,100,29,-0.253108348,334
Enerplus Resources (USA) Corporation,2018,Regulated Carbon Price,77,72,83,71,84,0,-0.253108348,143
Enerplus Resources (USA) Corporation,2018,Wages and Benefits,42,43,90,65,98,0,-0.253108348,108
Enerplus Resources (USA) Corporation,2018,Well-being and health,33,35,48,48,47,18,-0.253108348,101
Enerplus Resources (USA) Corporation,2019,Associated Energy Costs,93,184,66,96,44,49,-0.824019025,329
Enerplus Resources (USA) Corporation,2019,Dividend/reinvestment balance for long-term growth,37,26,72,39,63,0,-0.824019025,65
Enerplus Resources (USA) Corporation,2019,GDP and Disposable Income,78,112,62,80,47,52,-0.824019025,244
Enerplus Resources (USA) Corporation,2019,Innovation,85,141,62,80,42,53,-0.824019025,274
Enerplus Resources (USA) Corporation,2019,Market Transition,68,151,54,86,40,52,-0.824019025,289
Enerplus Resources (USA) Corporation,2019,Professional Skills Development,35,47,59,70,44,43,-0.824019025,160
Enerplus Resources (USA) Corporation,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,175,89,121,57,58,-0.824019025,354
Enerplus Resources (USA) Corporation,2019,Regulated Carbon Price,78,77,73,66,49,50,-0.824019025,193
Enerplus Resources (USA) Corporation,2019,Wages and Benefits,48,48,100,60,100,52,-0.824019025,160
Enerplus Resources (USA) Corporation,2019,Well-being and health,40,33,50,42,32,20,-0.824019025,95
Enerplus Resources (USA) Corporation,2020,Associated Energy Costs,94,162,75,92,70,84,2.385135135,338
Enerplus Resources (USA) Corporation,2020,Dividend/reinvestment balance for long-term growth,37,26,70,46,100,0,2.385135135,72
Enerplus Resources (USA) Corporation,2020,GDP and Disposable Income,79,116,67,88,73,89,2.385135135,293
Enerplus Resources (USA) Corporation,2020,Innovation,88,122,72,74,76,90,2.385135135,286
Enerplus Resources (USA) Corporation,2020,Market Transition,70,139,60,85,68,88,2.385135135,312
Enerplus Resources (USA) Corporation,2020,Professional Skills Development,34,48,68,85,73,67,2.385135135,200
Enerplus Resources (USA) Corporation,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,177,100,121,94,107,2.385135135,405
Enerplus Resources (USA) Corporation,2020,Regulated Carbon Price,81,75,80,78,78,87,2.385135135,240
Enerplus Resources (USA) Corporation,2020,Wages and Benefits,43,53,76,77,83,89,2.385135135,219
Enerplus Resources (USA) Corporation,2020,Well-being and health,37,28,55,48,55,32,2.385135135,108
Enerplus Resources (USA) Corporation,2021,Associated Energy Costs,92,187,75,94,77,88,1.53493014,369
Enerplus Resources (USA) Corporation,2021,Executive compensation,33,21,56,49,68,0,1.53493014,70
Enerplus Resources (USA) Corporation,2021,GDP and Disposable Income,76,133,64,90,77,95,1.53493014,318
Enerplus Resources (USA) Corporation,2021,Innovation,89,147,72,81,78,93,1.53493014,321
Enerplus Resources (USA) Corporation,2021,Market Transition,67,153,60,86,74,94,1.53493014,333
Enerplus Resources (USA) Corporation,2021,Professional Skills Development,38,49,71,90,83,84,1.53493014,223
Enerplus Resources (USA) Corporation,2021,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,198,100,139,100,117,1.53493014,454
Enerplus Resources (USA) Corporation,2021,Regulated Carbon Price,82,87,79,92,79,93,1.53493014,272
Enerplus Resources (USA) Corporation,2021,Wages and Benefits,41,59,73,75,79,92,1.53493014,226
Enerplus Resources (USA) Corporation,2021,Well-being and health,37,31,61,52,64,35,1.53493014,118
"EOG Resources, Inc.",2013,Associated Energy Costs,100,135,79,82,72,72,-0.234200158,289
"EOG Resources, Inc.",2013,Dividend/reinvestment balance for long-term growth,36,22,75,57,78,47,-0.234200158,126
"EOG Resources, Inc.",2013,GDP and Disposable Income,75,128,66,78,73,70,-0.234200158,276
"EOG Resources, Inc.",2013,Innovation,83,126,69,75,68,66,-0.234200158,267
"EOG Resources, Inc.",2013,Market Transition,71,75,60,58,67,65,-0.234200158,198
"EOG Resources, Inc.",2013,Professional Skills Development,36,38,77,66,79,64,-0.234200158,168
"EOG Resources, Inc.",2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,136,100,109,100,89,-0.234200158,334
"EOG Resources, Inc.",2013,Regulated Carbon Price,70,67,79,81,80,83,-0.234200158,231
"EOG Resources, Inc.",2013,Wages and Benefits,42,35,94,113,80,99,-0.234200158,247
"EOG Resources, Inc.",2013,Well-being and health,28,15,50,35,56,0,-0.234200158,50
"EOG Resources, Inc.",2014,Associated Energy Costs,100,126,78,81,66,0,0.869726281,207
"EOG Resources, Inc.",2014,Dividend/reinvestment balance for long-term growth,32,26,68,65,77,0,0.869726281,91
"EOG Resources, Inc.",2014,GDP and Disposable Income,77,111,68,76,68,0,0.869726281,187
"EOG Resources, Inc.",2014,Innovation,85,117,71,76,65,0,0.869726281,193
"EOG Resources, Inc.",2014,Market Transition,74,74,62,58,61,0,0.869726281,132
"EOG Resources, Inc.",2014,Professional Skills Development,38,35,84,67,79,0,0.869726281,102
"EOG Resources, Inc.",2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,132,100,113,96,0,0.869726281,245
"EOG Resources, Inc.",2014,Regulated Carbon Price,67,58,79,75,79,0,0.869726281,133
"EOG Resources, Inc.",2014,Wages and Benefits,42,33,96,112,100,0,0.869726281,145
"EOG Resources, Inc.",2014,Well-being and health,29,15,52,32,43,0,0.869726281,47
"EOG Resources, Inc.",2015,Associated Energy Costs,100,132,75,78,75,70,-0.208365438,280
"EOG Resources, Inc.",2015,Dividend/reinvestment balance for long-term growth,31,28,62,56,58,54,-0.208365438,138
"EOG Resources, Inc.",2015,GDP and Disposable Income,75,117,65,70,72,69,-0.208365438,256
"EOG Resources, Inc.",2015,Innovation,87,120,69,71,70,70,-0.208365438,261
"EOG Resources, Inc.",2015,Market Transition,73,81,60,53,65,66,-0.208365438,200
"EOG Resources, Inc.",2015,Professional Skills Development,33,36,66,67,87,64,-0.208365438,167
"EOG Resources, Inc.",2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,136,100,112,100,95,-0.208365438,343
"EOG Resources, Inc.",2015,Regulated Carbon Price,70,58,77,64,79,85,-0.208365438,207
"EOG Resources, Inc.",2015,Wages and Benefits,40,33,88,119,93,103,-0.208365438,255
"EOG Resources, Inc.",2015,Well-being and health,31,15,45,32,52,0,-0.208365438,47
"EOG Resources, Inc.",2016,Associated Energy Costs,97,137,74,84,77,73,0.343993326,294
"EOG Resources, Inc.",2016,Dividend/reinvestment balance for long-term growth,30,30,54,51,66,81,0.343993326,162
"EOG Resources, Inc.",2016,GDP and Disposable Income,77,116,65,75,76,75,0.343993326,266
"EOG Resources, Inc.",2016,Innovation,85,126,66,76,80,74,0.343993326,276
"EOG Resources, Inc.",2016,Market Transition,72,84,58,58,70,70,0.343993326,212
"EOG Resources, Inc.",2016,Professional Skills Development,32,39,60,66,70,67,0.343993326,172
"EOG Resources, Inc.",2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,156,100,121,100,102,0.343993326,379
"EOG Resources, Inc.",2016,Regulated Carbon Price,70,58,74,62,83,88,0.343993326,208
"EOG Resources, Inc.",2016,Wages and Benefits,41,38,77,118,87,116,0.343993326,272
"EOG Resources, Inc.",2016,Well-being and health,29,15,50,31,52,0,0.343993326,46
"EOG Resources, Inc.",2017,Associated Energy Costs,97,122,72,65,79,67,0.075936271,254
"EOG Resources, Inc.",2017,Dividend/reinvestment balance for long-term growth,31,30,58,57,74,0,0.075936271,87
"EOG Resources, Inc.",2017,GDP and Disposable Income,78,118,65,75,81,69,0.075936271,262
"EOG Resources, Inc.",2017,Innovation,87,120,66,69,76,60,0.075936271,249
"EOG Resources, Inc.",2017,Market Transition,74,80,58,47,74,58,0.075936271,185
"EOG Resources, Inc.",2017,Professional Skills Development,33,37,62,61,70,58,0.075936271,156
"EOG Resources, Inc.",2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,131,100,100,100,105,0.075936271,336
"EOG Resources, Inc.",2017,Regulated Carbon Price,79,70,80,76,92,79,0.075936271,225
"EOG Resources, Inc.",2017,Wages and Benefits,42,41,85,111,87,116,0.075936271,268
"EOG Resources, Inc.",2017,Well-being and health,25,19,40,29,51,29,0.075936271,77
"EOG Resources, Inc.",2018,Associated Energy Costs,88,111,71,67,71,68,-0.0925,246
"EOG Resources, Inc.",2018,GDP and Disposable Income,72,105,67,75,76,77,-0.0925,257
"EOG Resources, Inc.",2018,Innovation,86,107,73,64,79,67,-0.0925,238
"EOG Resources, Inc.",2018,Market Transition,66,76,58,49,62,64,-0.0925,189
"EOG Resources, Inc.",2018,Professional Skills Development,33,26,64,43,84,63,-0.0925,132
